Row,Expected,Predicted,Match
1095,cell-phones,cell-phones,True
1096,temporary,temporary,True
1097,appliances,appliances,True
1098,temporary,temporary,True
1099,wanted-housing,wanted-housing,True
1100,shared,shared,True
1101,wanted-housing,shared,False
1102,photography,photography,True
1103,temporary,temporary,True
1104,therapeutic,therapeutic,True
1105,temporary,temporary,True
1106,automotive,therapeutic,False
1107,video-games,video-games,True
1108,shared,shared,True
1109,cell-phones,cell-phones,True
1110,photography,appliances,False
1111,activities,activities,True
1112,photography,photography,True
1113,shared,shared,True
1114,wanted-housing,wanted-housing,True
1115,therapeutic,therapeutic,True
1116,wanted-housing,wanted-housing,True
1117,temporary,shared,False
1118,automotive,automotive,True
1119,temporary,shared,False
1120,therapeutic,shared,False
1121,photography,photography,True
1122,therapeutic,therapeutic,True
1123,cell-phones,cell-phones,True
1124,cell-phones,cell-phones,True
1125,temporary,temporary,True
1126,photography,photography,True
1127,appliances,appliances,True
1128,artists,artists,True
1129,childcare,childcare,True
1130,automotive,automotive,True
1131,wanted-housing,wanted-housing,True
1132,activities,activities,True
1133,video-games,video-games,True
1134,video-games,activities,False
1135,childcare,childcare,True
1136,shared,shared,True
1137,automotive,automotive,True
1138,shared,shared,True
1139,appliances,appliances,True
1140,appliances,appliances,True
1141,photography,photography,True
1142,shared,shared,True
1143,video-games,video-games,True
1144,cell-phones,photography,False
1145,shared,shared,True
1146,photography,appliances,False
1147,video-games,appliances,False
1148,shared,wanted-housing,False
1149,household-services,household-services,True
1150,therapeutic,therapeutic,True
1151,wanted-housing,real-estate,False
1152,real-estate,real-estate,True
1153,automotive,automotive,True
1154,temporary,shared,False
1155,household-services,household-services,True
1156,shared,shared,True
1157,general,artists,False
1158,shared,shared,True
1159,photography,appliances,False
1160,photography,photography,True
1161,appliances,appliances,True
1162,photography,appliances,False
1163,cell-phones,cell-phones,True
1164,photography,photography,True
1165,photography,photography,True
1166,shared,shared,True
1167,therapeutic,therapeutic,True
1168,artists,childcare,False
1169,temporary,temporary,True
1170,household-services,household-services,True
1171,cell-phones,appliances,False
1172,housing,temporary,False
1173,shared,wanted-housing,False
1174,housing,shared,False
1175,wanted-housing,wanted-housing,True
1176,temporary,shared,False
1177,therapeutic,therapeutic,True
1178,real-estate,therapeutic,False
1179,shared,shared,True
1180,cell-phones,appliances,False
1181,photography,photography,True
1182,video-games,video-games,True
1183,therapeutic,therapeutic,True
1184,temporary,shared,False
1185,therapeutic,therapeutic,True
1186,therapeutic,therapeutic,True
1187,appliances,appliances,True
1188,temporary,shared,False
1189,shared,shared,True
1190,photography,photography,True
1191,automotive,therapeutic,False
1192,shared,shared,True
1193,shared,shared,True
1194,appliances,appliances,True
1195,shared,temporary,False
1196,photography,appliances,False
1197,real-estate,shared,False
1198,cell-phones,cell-phones,True
1199,shared,temporary,False
1200,general,general,True
1201,general,general,True
1202,automotive,automotive,True
1203,shared,shared,True
1204,temporary,shared,False
1205,appliances,appliances,True
1206,cell-phones,cell-phones,True
1207,therapeutic,shared,False
1208,wanted-housing,wanted-housing,True
1209,shared,shared,True
1210,temporary,temporary,True
1211,video-games,video-games,True
1212,housing,shared,False
1213,household-services,household-services,True
1214,childcare,childcare,True
1215,appliances,appliances,True
1216,general,childcare,False
1217,cell-phones,cell-phones,True
1218,wanted-housing,wanted-housing,True
1219,cell-phones,cell-phones,True
1220,general,wanted-housing,False
1221,automotive,automotive,True
1222,wanted-housing,shared,False
1223,video-games,video-games,True
1224,automotive,automotive,True
1225,shared,temporary,False
1226,shared,shared,True
1227,therapeutic,therapeutic,True
1228,shared,temporary,False
1229,general,general,True
1230,therapeutic,therapeutic,True
1231,wanted-housing,wanted-housing,True
1232,automotive,therapeutic,False
1233,video-games,video-games,True
1234,real-estate,real-estate,True
1235,video-games,appliances,False
1236,wanted-housing,wanted-housing,True
1237,appliances,appliances,True
1238,cell-phones,appliances,False
1239,real-estate,shared,False
1240,shared,shared,True
1241,childcare,childcare,True
1242,childcare,childcare,True
1243,wanted-housing,wanted-housing,True
1244,childcare,childcare,True
1245,therapeutic,shared,False
1246,therapeutic,therapeutic,True
1247,wanted-housing,wanted-housing,True
1248,automotive,shared,False
1249,wanted-housing,wanted-housing,True
1250,housing,housing,True
1251,therapeutic,therapeutic,True
1252,shared,shared,True
1253,shared,general,False
1254,photography,photography,True
1255,appliances,appliances,True
1256,therapeutic,therapeutic,True
1257,artists,artists,True
1258,photography,photography,True
1259,automotive,automotive,True
1260,therapeutic,therapeutic,True
1261,household-services,household-services,True
1262,real-estate,therapeutic,False
1263,shared,shared,True
1264,cell-phones,cell-phones,True
1265,household-services,household-services,True
1266,automotive,automotive,True
1267,therapeutic,therapeutic,True
1268,photography,photography,True
1269,artists,general,False
1270,shared,shared,True
1271,shared,shared,True
1272,cell-phones,cell-phones,True
1273,automotive,automotive,True
1274,therapeutic,therapeutic,True
1275,video-games,video-games,True
1276,shared,shared,True
1277,automotive,automotive,True
1278,video-games,video-games,True
1279,childcare,childcare,True
1280,temporary,temporary,True
1281,cell-phones,cell-phones,True
1282,childcare,childcare,True
1283,childcare,childcare,True
1284,video-games,video-games,True
1285,photography,appliances,False
1286,therapeutic,therapeutic,True
1287,cell-phones,cell-phones,True
1288,childcare,childcare,True
1289,appliances,appliances,True
1290,appliances,appliances,True
1291,cell-phones,cell-phones,True
1292,wanted-housing,wanted-housing,True
1293,temporary,shared,False
1294,photography,photography,True
1295,appliances,appliances,True
1296,shared,shared,True
1297,wanted-housing,wanted-housing,True
1298,shared,shared,True
1299,household-services,shared,False
1300,real-estate,real-estate,True
1301,wanted-housing,wanted-housing,True
1302,housing,temporary,False
1303,wanted-housing,shared,False
1304,childcare,childcare,True
1305,shared,shared,True
1306,shared,shared,True
1307,video-games,video-games,True
1308,automotive,automotive,True
1309,therapeutic,therapeutic,True
1310,temporary,shared,False
1311,shared,shared,True
1312,household-services,household-services,True
1313,therapeutic,therapeutic,True
1314,therapeutic,therapeutic,True
1315,therapeutic,therapeutic,True
1316,shared,shared,True
1317,automotive,real-estate,False
1318,therapeutic,therapeutic,True
1319,wanted-housing,wanted-housing,True
1320,automotive,therapeutic,False
1321,appliances,appliances,True
1322,photography,photography,True
1323,photography,photography,True
1324,wanted-housing,shared,False
1325,temporary,temporary,True
1326,shared,temporary,False
1327,shared,shared,True
1328,temporary,shared,False
1329,childcare,childcare,True
1330,wanted-housing,wanted-housing,True
1331,automotive,automotive,True
1332,appliances,appliances,True
1333,general,general,True
1334,appliances,cell-phones,False
1335,automotive,shared,False
1336,shared,shared,True
1337,appliances,appliances,True
1338,childcare,shared,False
1339,photography,photography,True
1340,general,childcare,False
1341,video-games,video-games,True
1342,photography,appliances,False
1343,shared,shared,True
1344,childcare,childcare,True
1345,cell-phones,video-games,False
1346,photography,photography,True
1347,video-games,photography,False
1348,cell-phones,cell-phones,True
1349,general,childcare,False
1350,real-estate,real-estate,True
1351,real-estate,real-estate,True
1352,temporary,temporary,True
1353,temporary,temporary,True
1354,temporary,shared,False
1355,childcare,childcare,True
1356,cell-phones,cell-phones,True
1357,childcare,childcare,True
1358,wanted-housing,wanted-housing,True
1359,shared,shared,True
1360,childcare,general,False
1361,artists,artists,True
1362,cell-phones,cell-phones,True
1363,photography,photography,True
1364,shared,shared,True
1365,shared,shared,True
1366,activities,shared,False
1367,real-estate,automotive,False
1368,therapeutic,therapeutic,True
1369,shared,shared,True
1370,shared,housing,False
1371,shared,shared,True
1372,automotive,real-estate,False
1373,shared,shared,True
1374,general,artists,False
1375,therapeutic,therapeutic,True
1376,shared,shared,True
1377,therapeutic,therapeutic,True
1378,household-services,household-services,True
1379,temporary,temporary,True
1380,real-estate,real-estate,True
1381,real-estate,automotive,False
1382,shared,shared,True
1383,shared,shared,True
1384,appliances,appliances,True
1385,automotive,automotive,True
1386,shared,temporary,False
1387,video-games,video-games,True
1388,photography,photography,True
1389,artists,artists,True
1390,household-services,household-services,True
1391,temporary,temporary,True
1392,cell-phones,cell-phones,True
1393,shared,shared,True
1394,therapeutic,therapeutic,True
1395,temporary,shared,False
1396,shared,shared,True
1397,shared,shared,True
1398,appliances,appliances,True
1399,therapeutic,therapeutic,True
1400,shared,shared,True
1401,automotive,therapeutic,False
1402,housing,housing,True
1403,household-services,household-services,True
1404,wanted-housing,wanted-housing,True
1405,childcare,childcare,True
1406,video-games,appliances,False
1407,automotive,automotive,True
1408,shared,shared,True
1409,wanted-housing,shared,False
1410,temporary,temporary,True
1411,childcare,childcare,True
1412,therapeutic,shared,False
1413,video-games,video-games,True
1414,household-services,household-services,True
1415,automotive,automotive,True
1416,automotive,automotive,True
1417,video-games,video-games,True
